"","X","ï..FIPS","State","County","PCT_LACCESS_POP15","GROCPTH14","SNAPSPTH16","FFRPTH14","FSRPTH14","PCT_SNAP16","METRO13","MEDHHINC15","POVRATE15","PCT_DIABETES_ADULTS13","PCT_OBESE_ADULTS13","X2010.Census.Population","POV_QUARTILE"
"536",2404,46085,"SD","Lyman",83.58971233,1.031725561,1.284026708,0.515862781,0.515862781,11.06436622,0,39527,22.7,10.4,33.5,3755,4
"537",2321,45009,"SC","Bamberg",28.95481902,0.263469899,1.518405616,0.724542221,0.263469899,15.46667193,0,29642,32.7,17,40.3,15987,4
"538",321,12001,"FL","Alachua",15.2279375,0.144317029,0.837457368,0.752788829,0.752788829,15.6503653,1,47023,21.1,8.3,25.6,247336,4
"539",1345,27061,"MN","Itasca",16.14411991,0.219351159,0.744146295,0.329026739,0.636118362,8.677720386,0,52064,12.7,8.9,32.2,45058,4
"540",475,13177,"GA","Lee",15.18821679,0.205542804,1.033961664,0.445342743,0.239799938,16.41494763,1,68636,10.7,10.7,31.2,28298,4
"541",1628,30059,"MT","Meagher",99.9999998,1.079330815,1.642036125,0.539665407,2.698327037,11.29944749,0,41391,17.3,8.9,23.9,1891,4
"542",222,6071,"CA","San Bernardino",21.2829837,0.153364142,0.657836533,0.678778332,0.479499616,10.96172519,1,53526,18.9,9.2,27.9,2035210,4
"543",681,17171,"IL","Scott",4.160859579,0.192159877,0.577214856,0.384319754,1.152959262,14.36481192,0,50474,11.3,9.9,30.4,5355,4
"544",1677,31045,"NE","Dawes",23.14575605,0.331785003,0.677506775,0.884760009,1.548330015,9.12645062,0,44135,17.8,9.5,27.3,9182,4
"545",1760,32027,"NV","Pershing",15.33655178,0.149298298,0.762195122,0.597193192,0.149298298,14.93273262,0,54416,18.3,7.8,31.1,6753,4
"546",2224,41031,"OR","Jefferson",18.85884206,0.315428983,0.859329867,0.495674117,0.630857967,17.72200324,0,42325,21.9,11.2,32.5,21720,4
"547",331,12021,"FL","Collier",28.17763944,0.177764015,0.595668463,0.530424885,1.161200423,15.6503653,1,62385,13.6,8.6,19.5,321520,4
"548",2424,46125,"SD","Turner",2.287664721,0.483558994,0.601178309,0.241779497,1.329787234,11.06436622,1,54134,10,8.4,32.9,8347,4
"549",377,12113,"FL","Santa Rosa",41.0221818,0.091786908,0.655436753,0.507887555,0.434458029,15.6503653,1,59289,12.3,9,26.1,151372,4
"550",723,18051,"IN","Gibson",3.860621686,0.207352114,0.979141323,0.59243461,0.888651915,10.90555134,0,53483,11,13.4,32.1,33503,4
"551",2128,39169,"OH","Wayne",16.23144693,0.242346608,0.585272316,0.614521755,0.536624631,13.7918164,0,52717,11.3,12.3,30.3,114520,4
"552",2621,48195,"TX","Hansford",88.77828265,0.363042294,0.902853016,0.726084589,1.089126883,13.51433657,0,55215,11.7,9.7,28.1,5613,4
"553",2615,48183,"TX","Gregg",22.22965217,0.121749294,0.958287877,0.965877731,0.852245057,13.51433657,1,48561,17,11,35.3,121730,4
"554",134,5045,"AR","Faulkner",16.69820576,0.082803392,0.568614136,0.654146794,0.579623741,13.64746166,1,51157,14.8,11.2,33.2,113237,4
"555",2951,51810,"VA","Virginia Beach",16.39956594,0.168521886,0.666516424,0.933522551,1.124218369,9.731570193,1,67032,8.2,8,27.9,21006,4
"556",259,8027,"CO","Custer",25.88572118,0.45861041,0.651890482,0.229305205,2.063746847,8.549519948,0,43995,15.1,6.8,20.5,4255,4
"557",2983,53057,"WA","Skagit",25.80206542,0.199393511,0.808531626,0.639720849,0.955427242,13.76915477,1,56891,14.9,9.1,26.4,11066,4
"558",2360,45087,"SC","Union",9.118650063,0.107619458,1.231645768,0.466350983,0.609843593,15.46667193,1,35467,23.2,15.6,36.9,28961,4
"559",1546,29125,"MO","Maries",5.750726099,0.332852546,0.790246105,0.332852546,0.776655941,12.8651075,0,43970,15.4,12.4,33.7,9176,4
"560",1844,36031,"NY","Essex",9.306170642,0.465368805,1.097930117,0.594637917,2.042451977,15.01708585,0,52282,12.2,9.7,27.3,39370,4
"561",765,18135,"IN","Randolph",14.34828084,0.157579578,1.000053159,0.315159155,0.827292783,10.90555134,0,41315,18,14.2,35.6,26171,4
"562",1000,21013,"KY","Bell",17.39368826,0.251997984,1.355238411,0.863993088,0.395996832,14.4939772,0,23968,44.7,14.6,37.9,28691,4
"563",2580,48113,"TX","Dallas",16.62322476,0.153654475,0.630715893,0.820681654,0.687276218,13.51433657,1,51824,17.9,9.1,27.6,2368139,4
"564",1786,34023,"NJ","Middlesex",24.14690485,0.265455933,0.51389385,0.783214576,0.677988801,9.742132261,1,78249,8.5,9.8,25,809858,4
"565",1425,28047,"MS","Harrison",35.89320363,0.10549689,1.031651528,0.813833154,0.884164414,18.56717545,1,42370,22,13.4,32.3,187105,4
"566",973,20169,"KS","Saline",18.74145646,0.089678056,0.784338617,0.986458614,0.520132724,8.597012543,0,47052,14.3,11.3,35.1,55606,4
"567",918,20059,"KS","Franklin",47.0440382,0.117137168,0.678142932,0.585685838,0.819960173,8.597012543,0,51484,11.7,8.9,33.8,25992,4
"568",1398,27167,"MN","Wilkin",28.68694459,0,0.61602181,0.307929176,0.615858353,8.677720386,0,56583,9.8,9.3,28.5,6576,4
"569",3110,55121,"WI","Trempealeau",1.158285886,0.271103731,0.930831618,0.474431529,0.84719916,12.44343891,0,53695,9.4,8.9,29.6,29773,4
"570",937,20097,"KS","Kiowa",99.65433865,0,1.208215868,0,0.39793076,8.597012543,0,46381,12.6,10.3,32.8,2553,4
"571",341,12043,"FL","Glades",56.90396861,0,0.72774994,0.146681335,0.220022002,15.6503653,0,40215,22.1,13.8,33.1,12884,4
"572",2641,48235,"TX","Irion",99.97419983,0.635324015,1.284521516,0.635324015,1.27064803,13.51433657,1,64777,7.9,10.6,27.9,1599,4
"573",2828,51015,"VA","Augusta",13.12977079,0.148926376,0.50779809,0.36554656,0.338469037,9.731570193,1,56867,9.3,11.6,34,73750,4
"574",1533,29099,"MO","Jefferson",30.35126682,0.089800463,0.597611339,0.547782827,0.413082132,12.8651075,1,58747,10.5,10.6,30.4,218733,4
"575",2018,38055,"ND","McLean",55.1663313,0.313217791,0.513927433,0.10440593,1.044059303,7.195442455,0,62480,10,10.4,33.4,8962,4
"576",1061,21135,"KY","Lewis",1.157949057,0.288184438,1.5188712,0.360230548,0.216138329,14.4939772,0,33867,24.7,14.6,38.3,13870,4
"577",452,13131,"GA","Grady",10.82809505,0.197168658,1.145463829,0.630939706,0.197168658,16.41494763,0,36486,29.3,12.1,33,25011,4
"578",786,18177,"IN","Wayne",14.50253104,0.103441652,0.98145255,0.635427288,0.827533212,10.90555134,0,41849,18,11.5,29.6,68917,4
"579",2179,40095,"OK","Marshall",24.52895211,0.247188234,0.890412369,0.556173526,0.617970585,15.51297406,0,41312,17.1,13.4,36.1,15840,4
"580",2275,42061,"PA","Huntingdon",2.027802142,0.087431694,0.692100919,0.415300546,0.524590164,14.55564736,0,44875,14.3,11.5,29.4,45913,4
"581",834,19089,"IA","Howard",36.84791692,0.105831305,0.928704101,0.317493915,0.846650439,12.08335234,0,50602,11,10.3,31.1,9566,4
"582",2166,40069,"OK","Johnston",36.1887109,0.090065748,1.202609663,0.360262992,0.180131496,15.51297406,0,38980,21.4,13.7,39.2,10957,4
"583",2205,40147,"OK","Washington",32.38551872,0.115524578,0.734348302,0.750909756,0.693147467,15.51297406,0,52056,13.5,14,33.2,50976,4
"584",1159,22091,"LA","St. Helena",5.916009019,0.376683304,1.236681887,0.094170826,0.188341652,19.48120605,1,36602,19.9,15.8,40.6,11203,4
"585",1164,22101,"LA","St. Mary",33.37692347,0.244535571,1.193378509,0.639554569,0.545502427,19.48120605,0,40945,19.7,15,38,54650,4
"586",984,20191,"KS","Sumner",29.01739462,0.255015301,0.734072419,0.467528052,0.850051003,8.597012543,1,51451,11.7,11.1,31.1,24132,4
"587",1011,21035,"KY","Calloway",14.77036487,0.078365812,0.724128661,0.679170367,1.044877488,14.4939772,0,40585,21.1,10.3,30.1,37191,4
"588",1543,29119,"MO","McDonald",7.429533234,0.307017544,1.097848512,0.307017544,0.438596491,12.8651075,1,37939,20.1,10.3,28.1,23083,4
"589",2121,39155,"OH","Trumbull",21.65423637,0.219324966,0.945538627,0.687218228,0.614109906,13.7918164,1,42831,17.6,12.3,32.6,210312,4
"590",1451,28099,"MS","Neshoba",8.202661409,0.101815714,1.057148364,0.610894281,0.373324283,18.56717545,0,38068,25.5,13.4,37.5,29676,4
"591",797,19015,"IA","Boone",11.72060271,0.151325994,0.763229308,0.302651988,0.605303976,12.08335234,0,58010,8.8,9.1,32.4,26306,4
"592",1437,28071,"MS","Lafayette",33.15621203,0.094464387,0.481758247,0.812393728,1.001322501,18.56717545,0,43435,21,10.4,34.3,47351,4
"593",2365,46007,"SD","Bennett",96.7590566,0.874635569,2.601156069,0.29154519,0,11.06436622,0,40529,35.1,14.6,36.6,3431,4
"594",2549,48051,"TX","Burleson",12.89109994,0.231843737,1.11204955,0.695531212,0.695531212,13.51433657,1,50113,15.5,12.2,29.8,17187,4
"595",127,5031,"AR","Craighead",16.5436603,0.195087692,0.925182281,0.741333229,0.682806922,13.64746166,1,42460,17.3,13.1,36.4,96443,4
"596",3133,56025,"WY","Natrona",42.766203,0.08575909,0.533693654,0.649318828,0.784083113,5.81775266,1,56703,11,9,29.4,2484,4
"597",1316,27003,"MN","Anoka",34.28945462,0.099454754,0.494281081,0.587953104,0.427070414,8.677720386,1,73276,7.1,8,30,330844,4
"598",972,20167,"KS","Russell",24.85822623,0.287521564,0.930165999,0.71880391,0.575043128,8.597012543,0,42625,13.2,11.6,30.4,6970,4
"599",1635,30073,"MT","Pondera",45.34808339,0.321595112,1.150558843,0.321595112,0.964785335,11.29944749,0,41168,20.1,10.4,29.4,6153,4
"600",2215,41013,"OR","Crook",16.87106709,0.190494333,1.000590755,0.428612249,0.619106582,17.72200324,0,45046,15.9,12.5,25.7,20978,4
"601",1097,21207,"KY","Russell",1.019683891,0.225047823,1.405973743,0.506357601,0.731405424,14.4939772,0,31968,24.6,12.2,34.6,17565,4
"602",1450,28097,"MS","Montgomery",16.17794234,0.192307692,1.431563103,0.576923077,0.480769231,18.56717545,0,34264,25.8,14.4,38.3,10925,4
"603",3060,55023,"WI","Crawford",12.75512865,0.366032211,1.056920532,0.488042948,1.037091264,12.44343891,0,44895,14.5,9.5,33.1,488073,4
"604",281,8071,"CO","Las Animas",39.8644298,0.284656988,0.827247158,0.782806718,0.853970965,8.549519948,0,38858,19.3,7.7,21,15507,4
"605",2908,51183,"VA","Sussex",53.47256394,0.254950285,1.644355586,0.509900569,0.424917141,9.731570193,1,39900,22.1,13.5,35.9,12087,4
"606",2759,48471,"TX","Walker",33.64850574,0.128960151,0.5957044,0.487182794,0.5015117,13.51433657,0,41429,22.7,9,29.7,67861,4
"607",785,18175,"IN","Washington",9.600848724,0.215223474,0.62040718,0.35870579,0.502188105,10.90555134,1,43498,14.4,10.9,30.6,28262,4
"608",131,5039,"AR","Dallas",41.32398319,0.386847195,1.338867318,0.386847195,0.773694391,13.64746166,0,33352,21.3,14.4,36.2,8116,4
"609",191,6009,"CA","Calaveras",10.04489431,0.268913589,0.839402862,0.649874507,0.851559699,10.96172519,0,52471,13,10,23.5,45578,4
"610",179,5135,"AR","Sharp",22.46522539,0.177451792,0.781993744,0.532355377,1.005560156,13.64746166,0,32095,24.6,15.2,37.3,17264,4
"611",1771,33013,"NH","Merrimack",19.85558779,0.142691155,0.733601648,0.72704541,0.699866142,7.310635716,0,68148,8.3,9.1,29.5,146445,4
"612",2567,48087,"TX","Collingsworth",7.358328039,0.331455088,1.326259947,1.325820351,0.331455088,13.51433657,0,38775,19,10.7,28,3057,4
"613",108,4021,"AZ","Pinal",21.49236328,0.072154021,0.395621287,0.286128016,0.271199598,13.52769291,1,50888,15.8,12.3,31.6,375770,4
"614",276,8061,"CO","Kiowa",100.0000003,1.426533524,0.849720806,0,1.426533524,8.549519948,0,42108,13.9,7.7,19.5,1398,4
"615",1503,29039,"MO","Cedar",11.74740409,0.286697248,0.909674658,0.860091743,0.716743119,12.8651075,0,37654,19.9,13,31,13982,4
"616",1847,36037,"NY","Genesee",3.904069651,0.169027416,0.742393671,0.642304182,0.895845306,15.01708585,0,53771,13.4,9.3,26.8,60079,4
"617",2633,48219,"TX","Hockley",45.78007837,0.084828434,0.583601862,0.678627476,0.678627476,13.51433657,0,48768,15.9,8.7,30.7,22935,4
"618",3071,55045,"WI","Green",14.38960038,0.296791949,0.629354911,0.43169738,0.998300192,12.44343891,1,59155,7.5,10.5,31.4,19051,4
"619",2529,48011,"TX","Armstrong",99.7479208,1.023017903,1.066098081,1.023017903,0,13.51433657,1,55198,10.4,10.6,27.2,1901,4
